id,name,host_id,host_name,neighbourhood_group,neighbourhood,room_type,price,minimum_nights,number_of_reviews,calculated_host_listings_count,availability_365
34179924,Comfy Room in the Heart of Queens,258058607,Raul,Queens,Woodside,Private room,125,1,0,1,90
34180340,Sunny & Spacious Room,181233778,Aishah,Bronx,Belmont,Private room,27,30,0,1,68
34180413,Great 3 Bedroom Apartment - Incredible Location,257282534,Martina,Manhattan,Chelsea,Entire home/apt,380,25,0,1,353
34181176,"Flat at EMPIRE STATE BUILDING! 
doorman & rooftop",53720018,Vivi,Manhattan,Midtown,Entire home/apt,299,2,0,1,0
34181609,"Huge, Bright Room in Prime Williamsburg",57247607,Iman,Brooklyn,Williamsburg,Private room,200,2,0,1,69
34181682,Sonder | The Biltmore | Chic 1BR + City View,219517861,Sonder (NYC),Manhattan,Theater District,Entire home/apt,157,29,0,327,340
34182096,Architecturally Designed East Village Oasis,18327084,Sheelagh,Manhattan,East Village,Entire home/apt,240,4,0,1,83
34183825,Sonder | The Biltmore | Spacious 1BR + Kitchen,219517861,Sonder (NYC),Manhattan,Theater District,Entire home/apt,699,29,0,327,332
34191165,Top 3BR Apartment in THE BEST LOCATION,141194319,Cathy,Manhattan,Chelsea,Entire home/apt,370,12,0,1,320
34196510,Midtown West Hotel - Boutique Queen,252604696,Erin,Manhattan,Chelsea,Private room,199,1,0,20,189
34197608,Private room in Brooklyn,232641412,Amp,Brooklyn,Bedford-Stuyvesant,Private room,45,2,0,1,3
34201544,"5min walk to Metro+Laundry, Cleaning, & AC!",155299207,Casey,Brooklyn,Crown Heights,Private room,33,30,0,1,45
34202304,曼哈顿 林肯中心 Manhattan Lincoln Center 5分钟到西59/66地铁站,97044757,柏润,Manhattan,Upper West Side,Entire home/apt,139,20,0,2,18
34202362,Entire Apt. In Brooklyn. 25 minutes to Manhattan.,135061108,Carmelo,Brooklyn,East Flatbush,Entire home/apt,125,1,0,2,33
34202946,Sonder | 21 Chelsea | Stunning 1BR + Rooftop,219517861,Sonder (NYC),Manhattan,Chelsea,Entire home/apt,277,29,0,327,365
34203594,Sonder | The Biltmore | Spacious 1BR + Kitchen,219517861,Sonder (NYC),Manhattan,Theater District,Entire home/apt,699,29,0,327,333
34203595,Intimate 1BR in Midtown East by Sonder,219517861,Sonder (NYC),Manhattan,Murray Hill,Entire home/apt,162,29,0,327,341
34203618,"Well lit room in FiDi, Manhattan-June,July  sublet",225651433,Sruthi,Manhattan,Financial District,Private room,52,25,0,1,99
34204219,Bedroom + Private Office by Barclays Ctr,20702874,Jody,Brooklyn,Park Slope,Private room,68,14,0,1,4
34204602,Sonder | 11th Ave | Airy 1BR + Gym,219517861,Sonder (NYC),Manhattan,Hell's Kitchen,Entire home/apt,182,29,0,327,302
34205267,"Spacious, sunny room in Queens/Brooklyn",913940,Giancarlo,Queens,Ridgewood,Private room,30,21,0,1,73
34205286,Sonder | Upper East Side | Airy 1BR + Gym,219517861,Sonder (NYC),Manhattan,Upper East Side,Entire home/apt,150,29,0,327,220
34205501,Sonder | 11th Ave | Restful 1BR + Gym,219517861,Sonder (NYC),Manhattan,Hell's Kitchen,Entire home/apt,189,29,0,327,334
34206373,Sonder | The Nash | Classic 1BR + Fitness Center,219517861,Sonder (NYC),Manhattan,Murray Hill,Entire home/apt,200,29,0,327,342
34206654,Manhattan Time Square South-Sunny Queen Room,252604696,Erin,Manhattan,Chelsea,Private room,199,1,0,20,365
34206709,Manhattan Chelsea - Cozy Queen Room,252604696,Erin,Manhattan,Chelsea,Private room,199,1,0,20,365
34206858,Good Day New York - Comfy Queen,252604696,Erin,Manhattan,Chelsea,Private room,199,1,0,20,365
34207022,Manhattan West - Cozy Single Room,252604696,Erin,Manhattan,Chelsea,Private room,129,1,0,20,359
34207413,Manhattan Chelsea Cozy Single,252604696,Erin,Manhattan,Chelsea,Private room,149,1,0,20,359
34207474,Good Day New York - Sunny Single,252604696,Erin,Manhattan,Chelsea,Private room,149,1,0,20,359
34207536,Sonder | Wall Street | Peaceful 1BR + Sofa Bed,219517861,Sonder (NYC),Manhattan,Financial District,Entire home/apt,257,2,0,327,355
34207537,Contemporary 1BR in Hell's Kitchen by Sonder,219517861,Sonder (NYC),Manhattan,Hell's Kitchen,Entire home/apt,185,29,0,327,332
34207544,Madison Square Sunny Twin Hotel Room,252604696,Erin,Manhattan,Chelsea,Private room,149,1,0,20,351
34207635,Midtown West - Comfort Twin Single Hotel,252604696,Erin,Manhattan,Chelsea,Private room,149,1,0,20,359
34207673,Manhattan Midtown West - Modern Single Hotel Room,252604696,Erin,Manhattan,Chelsea,Private room,159,1,0,20,359
34207739,30ST & 8th Ave Hotel  - Twin Single Room,252604696,Erin,Manhattan,Chelsea,Private room,159,1,0,20,359
34207862,Midtown Boutique Hotel - Cozy Single,252604696,Erin,Manhattan,Chelsea,Private room,159,1,0,20,360
34207902,Midtown West Hotel - Bright Queen Room,252604696,Erin,Manhattan,Chelsea,Private room,219,1,0,20,365
34208055,Private room in queens,1346437,Cristina,Queens,Sunnyside,Private room,50,7,0,2,35
34208508,Sonder | 11th Ave | Stunning 1BR + Gym,219517861,Sonder (NYC),Manhattan,Hell's Kitchen,Entire home/apt,182,29,0,327,319
34208509,Simple 1BR in Midtown East by Sonder,219517861,Sonder (NYC),Manhattan,Murray Hill,Entire home/apt,190,29,0,327,261
34209885,Sonder | 11th Ave | Modern 1BR + Gym,219517861,Sonder (NYC),Manhattan,Hell's Kitchen,Entire home/apt,189,29,0,327,333
34211618,Lovely 1BR in Hell's Kitchen by Sonder,219517861,Sonder (NYC),Manhattan,Hell's Kitchen,Entire home/apt,187,29,0,327,331
34212511,Sonder | The Nash | Original 1BR + Rooftop,219517861,Sonder (NYC),Manhattan,Murray Hill,Entire home/apt,202,29,0,327,355
34213403,"Comfy Sunnyside Room, Midtown in less than 30!",137358866,Kazuya,Queens,Sunnyside,Private room,43,30,0,103,216
34213482,Sonder | The Nash | Relaxed 1BR + Fitness Center,219517861,Sonder (NYC),Manhattan,Murray Hill,Entire home/apt,200,29,0,327,365
34213836,Delightful 1BR in Midtown East by Sonder,219517861,Sonder (NYC),Manhattan,Murray Hill,Entire home/apt,190,29,0,327,345
34214603,Sonder | 11th Ave | Vibrant 1BR + Gym,219517861,Sonder (NYC),Manhattan,Hell's Kitchen,Entire home/apt,184,29,0,327,334
34217313,Sonder | 11th Ave | Polished 1BR + Gym,219517861,Sonder (NYC),Manhattan,Hell's Kitchen,Entire home/apt,187,29,0,327,335
34221161,Room with sofa bed or air mattress,9295237,Noelle,Queens,Astoria,Private room,2000,365,0,2,0
34222262,Sonder | The Biltmore | Modern 1BR + Rooftop,219517861,Sonder (NYC),Manhattan,Theater District,Entire home/apt,215,29,0,327,342
34222263,Sonder | The Nash | Cozy 1BR + Fitness Center,219517861,Sonder (NYC),Manhattan,Murray Hill,Entire home/apt,200,29,0,327,339
34223346,Big and bright with private entrance,41976386,Nawar,Queens,Ridgewood,Private room,50,30,0,1,36
34228857,"B, Hamilton( For GUYS ONLY)",51596474,Antony,Brooklyn,Bay Ridge,Shared room,22,5,0,12,0
34229869,Cozy Living Room Futon,27537930,Preston,Bronx,Pelham Gardens,Shared room,20,1,0,1,5
34230311,Sonder | The Nash | Edgy 1BR + Fitness Center,219517861,Sonder (NYC),Manhattan,Murray Hill,Entire home/apt,204,29,0,327,326
34231746,Big and Bright Room in South Bronx Artist Home!,9975046,Karah,Bronx,Longwood,Private room,65,3,0,1,0
34233572,"Quiet, Safe, Clean Room",258461766,Leslie,Queens,Flushing,Private room,75,1,0,1,365
34247014,Tribeca 3.5 Bedroom Loft,106627,Philip,Manhattan,Tribeca,Entire home/apt,750,7,0,1,22
34249203,BK Cozy Couch,7817764,Karen,Brooklyn,Williamsburg,Shared room,50,3,0,1,16
34250079,Williamsburg historic apt. summer sublet!,5317044,Jasper,Brooklyn,Williamsburg,Entire home/apt,109,45,0,1,62
34251397,"Nice House, clean space",258518165,Andres,Queens,Bayside,Private room,80,1,0,1,289
34253279,"Jfk min away. Welcome to the beach! Fun,sand,surf",125320407,Sata,Queens,Far Rockaway,Private room,875,2,0,5,365
34255183,2 Bedrooms and a Comfy Couch On Washington,17842194,Cathleen,Brooklyn,Crown Heights,Private room,100,2,0,2,21
34255308,Large Renovated 2 br Apt called Home Crown Heights,78113383,Sara,Brooklyn,Crown Heights,Entire home/apt,80,10,0,3,258
34255438,NYC Lux. Condo,258635350,Jason,Staten Island,New Springville,Entire home/apt,150,2,0,1,0
34256485,Chilling in Brooklyn in a cool culture vibe,258647286,Irma,Brooklyn,Brownsville,Private room,38,2,0,1,176
34258883,MIN WALK TO TRAIN/STORES/FOOD PLACES/NEAR HOSPITAL,241676154,Maria,Staten Island,Grant City,Private room,29,21,0,2,281
34259388,Great home for the summer ONLY,17770682,Adriana,Bronx,Highbridge,Entire home/apt,70,40,0,1,0
34261963,Bright Furnished Room in Midtown East!,6466170,Peter,Manhattan,Midtown,Private room,109,60,0,1,327
34272580,Spacious 3 bedroom duplex with private backyard,4521174,Caroline,Brooklyn,Crown Heights,Entire home/apt,140,30,0,3,73
34277091,Entire sunny apartment in Crown Heights,34648989,Sebastián,Brooklyn,Crown Heights,Entire home/apt,97,6,0,1,101
34277352,"Comfort Room in Downtown New York, Chinatown, Soho",250825715,Cherry,Manhattan,Chinatown,Private room,67,1,0,3,39
34278125,Magnificent Penthouse Suite in Midtown Manhattan,24413996,Arlen,Manhattan,Midtown,Private room,395,2,0,1,0
34279388,Hamilton Heights sanctuary,9070754,Michele,Manhattan,Harlem,Private room,50,10,0,1,55
34279945,Charming Room In Little Italy,236839319,Brooke,Manhattan,Little Italy,Private room,51,30,0,3,35
34280267,Sonder | 116 John | Cozy 1BR + Gym,219517861,Sonder (NYC),Manhattan,Financial District,Entire home/apt,130,29,0,327,338
34280337,Little Italy Room,236839319,Brooke,Manhattan,Little Italy,Private room,59,30,0,3,35
34283312,2BR in Bushwick! 20 min to Manhattan!,258831812,Veronika,Queens,Ridgewood,Entire home/apt,170,7,0,1,126
34284316,Bedroom,180991373,Vicky,Queens,Flushing,Private room,50,1,0,5,23
34284408,Sonder | 116 John | Spacious 1BR + Gym,219517861,Sonder (NYC),Manhattan,Financial District,Entire home/apt,130,29,0,327,246
34284651,Columbia campus 2 bedrooms apartment,790288,Sandra,Manhattan,Morningside Heights,Entire home/apt,200,1,0,1,11
34284654,Manhattan Private Room & Bathroom,19109608,Elle,Queens,Astoria,Private room,95,7,0,3,356
34284697,2 Bedroom Apt w private entrance & backyard,6302448,Hidemi,Brooklyn,Bedford-Stuyvesant,Entire home/apt,120,2,0,1,40
34285226,Central Park Strawberry Fields*2 Bed*Elevator*,258848718,Jossy,Manhattan,Upper West Side,Entire home/apt,230,30,0,1,36
34286519,Sonder | Upper East Side | Chic 1BR + Sofa Bed,219517861,Sonder (NYC),Manhattan,Upper East Side,Entire home/apt,150,29,0,327,221
34286828,Cosy luxury studio for sublet on upper west side,101856518,Dearna,Manhattan,Upper West Side,Entire home/apt,180,3,0,1,0
34288305,Sonder | 116 John | Vibrant 2BR + Gym,219517861,Sonder (NYC),Manhattan,Financial District,Entire home/apt,179,29,0,327,340
34289331,Sonder | 11th Ave | Sunny 1BR + Gym,219517861,Sonder (NYC),Manhattan,Hell's Kitchen,Entire home/apt,189,29,0,327,324
34289867,"Amazing 2 BR Ap,10min walk 2 Empire state building",258892159,Flora,Manhattan,Kips Bay,Entire home/apt,299,1,0,1,20
34291583,Sonder | 116 John | Relaxed Studio + Gym,219517861,Sonder (NYC),Manhattan,Financial District,Entire home/apt,100,29,0,327,351
34302049,"Bright, cozy 1 bedroom near Central Park",17831516,Rebecca,Manhattan,East Harlem,Entire home/apt,35,30,0,1,235
34304576,Stunning NYC World Trade Center Dreamstyle studio,17655984,Janey,Manhattan,Financial District,Entire home/apt,168,4,0,1,29
34306257,Luxury 2 Bed / 2 Bath River and City View.,131647128,Emily,Manhattan,Hell's Kitchen,Entire home/apt,265,30,0,25,290
34306554,Amazing room in heart of East Village,33036193,Clara,Manhattan,East Village,Private room,100,3,0,2,52
34306772,Posh East Village 1BR in Walk Up Building near Subway by Blueground,107434423,Blueground,Manhattan,East Village,Entire home/apt,271,30,0,232,323
34306801,"Dapper East Village 1BR in Walk Up Building near Subway, by Blueground",107434423,Blueground,Manhattan,East Village,Entire home/apt,271,30,0,232,334
34306827,"Gorgeous East Village 1BR in Walk Up Building near Subway, by Blueground",107434423,Blueground,Manhattan,East Village,Entire home/apt,285,30,0,232,43
34309096,BIG SPACIOUS 1 BED IN BROOKLYN HIGH CEILINGS,31367619,Nneka,Brooklyn,Bedford-Stuyvesant,Private room,100,3,0,1,89
34309557,"Snazzy East Village 1BR in Walk Up Building near Subway, by Blueground",107434423,Blueground,Manhattan,East Village,Entire home/apt,298,30,0,232,301
34309941,Relaxing bohemian space in Bushwick,206094855,Eva,Brooklyn,Bushwick,Private room,75,10,0,1,69
34311549,Sonder | The Biltmore | Spacious 1BR + Kitchen,219517861,Sonder (NYC),Manhattan,Theater District,Entire home/apt,699,29,0,327,333
34312320,Sonder | The Biltmore | Stunning 1BR + Sofa Bed,219517861,Sonder (NYC),Manhattan,Theater District,Entire home/apt,699,29,0,327,220
34312985,Luxury 2 bdr/2 bath prime Williamburg,544721,Marta,Brooklyn,Williamsburg,Entire home/apt,192,1,0,1,8
34313143,Superior 1BR in FiDi by Sonder,219517861,Sonder (NYC),Manhattan,Financial District,Entire home/apt,699,29,0,327,337
34313960,Lovely Studio in FiDi by Sonder,219517861,Sonder (NYC),Manhattan,Financial District,Entire home/apt,699,29,0,327,333
34315235,Pleasant 1BR in Midtown East by Sonder,219517861,Sonder (NYC),Manhattan,Midtown,Entire home/apt,217,29,0,327,343
34315945,Full 2 bedroom apartment in East Village by Marios,259066380,Marios,Manhattan,East Village,Entire home/apt,173,12,0,1,0
34316575,#4 ROOM 4FAMILY (4 guests) Train 3 Kingston Ave,256235740,Levi,Brooklyn,Crown Heights,Shared room,45,2,0,3,365
34316644,Yellow  ButterFly,145878384,Denise,Brooklyn,East Flatbush,Private room,110,3,0,7,320
34316785,La Greka (Couch Surfing),109843377,Rubi,Brooklyn,Bedford-Stuyvesant,Shared room,25,7,0,2,88
34317148,Beautiful house  in Jamaica near JFK & LGA,259078758,Moolchand,Queens,Hollis,Private room,175,1,0,3,89
34317924,Sonder | The Biltmore | Bright 1BR + Workspace,219517861,Sonder (NYC),Manhattan,Theater District,Entire home/apt,154,29,0,327,343
34318710,Tremendous East Village Apt!,21010752,Zach,Manhattan,East Village,Private room,140,4,0,2,8
34319441,Amazing Place - ASTORIA,46081317,Fabiana,Queens,Astoria,Private room,55,25,0,3,199
34320238,Manhattan Private Luxury Bedroom!!!!!,224317184,Luke,Manhattan,Inwood,Private room,90,3,0,8,255
34321146,Gorgeous Duplex LOFT 1.5BATH 4BEDs - East Village,257876445,Clemiro,Manhattan,East Village,Entire home/apt,299,6,0,1,140
34321465,Two bed apartment in the heart of Williamsburg,3270796,Jess,Brooklyn,Williamsburg,Entire home/apt,180,2,0,2,10
34323565,Sonder | 21 Chelsea | Vibrant Studio + Rooftop,219517861,Sonder (NYC),Manhattan,Chelsea,Entire home/apt,209,29,0,327,365
34323571,Sonder | The Biltmore | Stunning 1BR + Sofa Bed,219517861,Sonder (NYC),Manhattan,Theater District,Entire home/apt,159,29,0,327,220
34323636,Sonder | Stock Exchange | Incredible 3BR + Laundry,219517861,Sonder (NYC),Manhattan,Financial District,Entire home/apt,463,2,0,327,289
34323638,Sonder | The Biltmore | Spacious 1BR + Kitchen,219517861,Sonder (NYC),Manhattan,Theater District,Entire home/apt,220,29,0,327,333
34323686,Lovely 1BR in Hell's Kitchen by Sonder,219517861,Sonder (NYC),Manhattan,Hell's Kitchen,Entire home/apt,187,29,0,327,331
34323697,Sonder | The Biltmore | Bright 1BR + Sofa Bed,219517861,Sonder (NYC),Manhattan,Theater District,Entire home/apt,215,29,0,327,338
34323711,Sonder | The Biltmore | Stunning 1BR + Sofa Bed,219517861,Sonder (NYC),Manhattan,Theater District,Entire home/apt,159,29,0,327,221
34323730,Sonder | 116 John | Comfortable 1BR + Gym,219517861,Sonder (NYC),Manhattan,Financial District,Entire home/apt,130,29,0,327,337
34324284,Comfy room with WiFi. Mins to Central Park!,137358866,Kazuya,Manhattan,East Harlem,Private room,38,30,0,103,0
34330345,Full-renovated my own 1 bedroom apartment,218511760,Зіна,Brooklyn,Gravesend,Entire home/apt,140,1,0,1,0
34330817,"Bright, Sunny and Budget friendly rental",240239465,Okhela,Queens,St. Albans,Private room,40,2,0,2,84
34331687,Bayside Room,252440873,Luisa,Queens,Bayside,Private room,40,31,0,1,69
34335356,The Sunshine Palace 2,236018119,Lucy,Queens,Queens Village,Entire home/apt,175,1,0,3,0
34336004,BEAUTIFUL Cozy  2 BEDS  APT Upper East Side,51027036,Roe,Manhattan,Upper East Side,Entire home/apt,280,3,0,1,45
34337032,1 Bed/ 1 Bath / Columbus Circle/ Balcony,131647128,Emily,Manhattan,Upper West Side,Entire home/apt,190,30,0,25,181
34337151,STUNNING 2BR ON MCCARREN PARK WITH PARKING SPOT!,62014210,Sara,Brooklyn,Greenpoint,Entire home/apt,700,15,0,1,24
34337805,Ridgewood Love,7505535,Magnificent Mohamad,Queens,Ridgewood,Private room,149,1,0,1,180
34341008,Large room min away from city/Prkg available,247092108,Jackie,Queens,Astoria,Private room,110,1,0,3,0
34341669,Sonder | 116 John | Relaxed 1BR + Gym,219517861,Sonder (NYC),Manhattan,Financial District,Entire home/apt,130,29,0,327,361
34343028,Cozy Bronx Apartment Near Yankee Stadium!!!,259282634,Dametria,Bronx,Morris Heights,Private room,130,1,0,1,180
34344713,Cozy spacious 1 be avail for June,164907052,Elise,Manhattan,East Harlem,Private room,45,14,0,1,2
34345976,Luxury 2 Bedroom Apartment,175166282,Zhanhong,Manhattan,Financial District,Entire home/apt,220,30,0,1,49
34350718,cute comfortable & furnished heart of times square,207795404,Ros,Manhattan,Hell's Kitchen,Entire home/apt,141,30,0,2,115
34352766,*PRIVATE* Bedroom near Central Park,259357065,Clement,Manhattan,Midtown,Private room,175,3,0,1,0
34353572,SPECTACULAR LOFT OVERLOOKING THE MANHATTAN SKYLINE,255697979,Heleen,Brooklyn,DUMBO,Entire home/apt,200,30,0,2,365
34353944,SPECTACULAR LOFT OVERLOOKING THE MANHATTAN SKYLINE,255697979,Heleen,Brooklyn,DUMBO,Entire home/apt,200,30,0,2,334
34356850,Huge One Bedroom Haven In The Heart Of Manhattan,1413085,Rosie,Manhattan,Gramercy,Entire home/apt,150,14,0,1,0
34357913,The Brooklyn Nook Beautiful furnished private room,6600505,Jami,Brooklyn,Bedford-Stuyvesant,Private room,60,6,0,2,67
34358402,A little Gem in the heart of Boerum Hill Brooklyn.,259393574,Sandee,Brooklyn,Boerum Hill,Entire home/apt,182,4,0,1,70
34362400,Duplex great stay City center,234623462,Alan,Queens,Flushing,Entire home/apt,688,3,0,1,365
34363827,LIC 1BR Large Living Room - Great View Summer Apt,34741551,Liane,Queens,Long Island City,Entire home/apt,123,30,0,1,0
34364716,La Kings Highway unwinding,2123674,Rabi & Soukaina,Brooklyn,Sheepshead Bay,Private room,70,3,0,1,83
34368774,Cozy one bed room 15 minutes' away from Manhattan,42916011,Yang,Queens,Sunnyside,Private room,88,8,0,2,363
34370526,Private Studio Suite,4852748,Michelle,Manhattan,Harlem,Private room,115,3,0,6,365
34370542,Four points by Sheraton NY Downtown,38216858,Silver,Manhattan,Financial District,Private room,270,1,0,4,362
34370821,Spacious room 2mins from 52st-Woodside 7 train!,137358866,Kazuya,Queens,Woodside,Private room,54,30,0,103,10
34371021,Comfy pad,259491984,Alexandra,Brooklyn,Brighton Beach,Private room,100,1,0,1,362
34371447,AC New York Downtown AC Hotel by Marriott,38216858,Silver,Manhattan,Financial District,Private room,270,1,0,4,365
34383611,Spacious Room in a charming brownstone apartment,877452,Rebecca,Brooklyn,Park Slope,Private room,95,5,0,1,0
34384911,"Ideal Tribeca Studio w/ Gym, W/D, Doorman, Pool, View by Blueground",107434423,Blueground,Manhattan,Tribeca,Entire home/apt,305,30,0,232,309
34384950,"Gorgeous Tribeca Studio w/ Gym, W/D, Doorman, Pool, View, by Blueground",107434423,Blueground,Manhattan,Tribeca,Entire home/apt,269,30,0,232,235
34384958,Spacious and welcoming studio apartment,57412032,John,Manhattan,Upper East Side,Entire home/apt,113,30,0,1,192
34385166,"Dream-nest with elements of class and  ""flavor""!!",91263364,Agatha,Manhattan,Harlem,Private room,135,4,0,1,66
34388360,Penthouse with Manhattan Views,191407795,Ariana,Queens,Maspeth,Entire home/apt,149,2,0,1,327
34390993,Big one bed room-upper east side,259623238,Tom,Manhattan,Upper East Side,Entire home/apt,200,3,0,1,0
34391119,Private bedroom located in the heart of Harlem,259623647,Asta,Manhattan,Harlem,Private room,150,4,0,1,88
34394253,Private bedroom#2 for female in shared housing,233831164,Maki,Brooklyn,Prospect-Lefferts Gardens,Private room,40,3,0,1,11
34394888,Room w/ lots of Natural Light. Near 69st 7 train.,137358866,Kazuya,Queens,Woodside,Private room,47,30,0,103,246
34396674,Cozy sun-fillled Astoria RM near Broadway station.,137358866,Kazuya,Queens,Astoria,Private room,48,30,0,103,242
34396858,"LUXURY Brownstone, 13 ft ceilings, exposed brick",37149108,Steve,Manhattan,Midtown,Entire home/apt,250,3,0,1,364
34402039,Bedstuy Brownstone apartment with a backyard,1237632,Melaney,Brooklyn,Bedford-Stuyvesant,Private room,65,7,0,1,0
34411728,Villa in Astoria,17622034,Omar,Queens,Astoria,Private room,78,3,0,1,5
34413765,Donat Apartment,117364815,Donat,Queens,Astoria,Private room,103,30,0,1,359
34415309,"Cozy, Furnished Room in Prime UWS W70s/Columbus",816014,Ljubica,Manhattan,Upper West Side,Private room,55,90,0,1,193
34415315,Very charming apartment in Carroll Gardens,4617977,Clau,Brooklyn,Carroll Gardens,Entire home/apt,157,20,0,1,12
34415580,Chelsea one bedroom with private terrace,17477908,Mat,Manhattan,Chelsea,Entire home/apt,280,30,0,10,365
34415755,Gorgeous 7-bed-Lush garden-Midtown1stop-Breakfast,259796664,Santi,Queens,Long Island City,Entire home/apt,499,1,0,10,341
34416233,"Sunny two-bedroom apt in Jackson Heights, Queens",33229910,Angele,Queens,Jackson Heights,Entire home/apt,120,7,0,1,58
34418130,Room in NyCs Local Fave Neighborhood,259816232,Rachel,Manhattan,Lower East Side,Private room,128,1,0,2,365
34419922,Hippie vibe spot,211941129,Katarzyna,Brooklyn,Greenpoint,Private room,70,1,0,2,0
34420067,"IDEAL location in Brooklyn, Cozy private room",163012750,Alexis,Brooklyn,Park Slope,Private room,80,6,0,1,44
34421245,Comfort in Quaint Jewel of Hudson Heights,840868,Ric,Manhattan,Washington Heights,Entire home/apt,91,4,0,2,67
34421663,2 Bedroom the NYs Most Poppin Neighborhood,259816232,Rachel,Manhattan,Lower East Side,Entire home/apt,250,1,0,2,179
34422468,Sunny West Village Artist Loft,7633037,Jesse,Manhattan,West Village,Entire home/apt,140,25,0,2,73
34423018,cozy and extremely convenient apartment,187611907,Echo,Manhattan,Kips Bay,Entire home/apt,134,30,0,1,90
34427740,小房间,48978249,QianWen,Queens,Flushing,Shared room,200,1,0,2,72
34436245,"Big, Sunny Room with Rooftop View-Midtown West",186302609,Bini,Manhattan,Hell's Kitchen,Private room,150,9,0,1,141
34439098,FULLY RENOVATED APARTMENT - BRAND NEW,20025889,Fatri,Brooklyn,Gravesend,Entire home/apt,85,60,0,2,87
34439328,FULLY RENOVATED SECOND FLOOR FRONT VIEW APARTMENT,20025889,Fatri,Brooklyn,Gravesend,Entire home/apt,85,60,0,2,87
34441659,Brand new apartment. 2 month sublet,210800523,Gabo,Brooklyn,Bedford-Stuyvesant,Private room,40,4,0,1,0
34447510,Prime apt in the heart of the LES,16212805,Helee,Manhattan,Lower East Side,Entire home/apt,130,5,0,1,0
34449879,Large Room Summer Sublease - Astoria NYC,20810804,Ahmed,Queens,Ditmars Steinway,Private room,35,85,0,1,228
34453823,Comfort of a home!! Quiet Suite in Times Square,260191397,Hotel Mela,Manhattan,Theater District,Private room,100,1,0,7,293
34453824,"Near Times Square, Rockefeller, Bryant Park, &more",260191397,Hotel Mela,Manhattan,Theater District,Private room,100,1,0,7,294
34453826,Spacious Room near Rockefeller Ctr & Times Square,260191397,Hotel Mela,Manhattan,Theater District,Private room,100,1,0,7,300
34453830,Quiet Room * Family Friendly * Near Times Square,260191397,Hotel Mela,Manhattan,Theater District,Private room,100,1,0,7,256
34462649,Private bedroom Cozy and Warm for girls ONLY,176899233,Vicky,Brooklyn,Kensington,Shared room,65,1,0,2,27
34470949,Chelsea Pines Inn - Single,255234351,Ejaz,Manhattan,Chelsea,Private room,109,1,0,4,326
34470950,Chelsea Pines Inn - One Bedroom Suite,255234351,Ejaz,Manhattan,Chelsea,Private room,199,1,0,4,355
34470953,Chelsea Pines Inn - Hide Away Suite,255234351,Ejaz,Manhattan,West Village,Private room,299,1,0,4,269
34470954,Chelsea Pines Inn - Superior Queen,255234351,Ejaz,Manhattan,Chelsea,Private room,159,1,0,4,362
34472646,"30 mins to Times Square!! 15 mins LGA, 25mins JFK!",260209224,Lotay,Queens,Jackson Heights,Entire home/apt,153,4,0,3,135
34473786,Entire Third floor 3 bedroom,229060975,Aubrey,Brooklyn,Bedford-Stuyvesant,Entire home/apt,60,14,0,1,329
34475551,Downtown Brooklyn Luxury Studio,332521,Rajat,Brooklyn,Prospect Heights,Entire home/apt,150,4,0,1,5
34475553,"Cozy and Sunny apartment in Bed-Stuy, Brooklyn",6913402,Rana,Brooklyn,Bedford-Stuyvesant,Private room,59,1,0,1,55
34476591,Cozy Bushwick apartment in a great location,81133553,Zachary,Brooklyn,Williamsburg,Private room,90,3,0,1,156
34477538,Brooklyn's Finest - UL,50364039,Cathy,Brooklyn,Williamsburg,Entire home/apt,165,2,0,3,314
34478107,NYC- Cozy and Quiet 2 bedroom apt,109847539,Lila,Manhattan,Roosevelt Island,Entire home/apt,255,7,0,2,73
34478114,Spacious East Village 1 BR Apartment,26483902,Corey,Manhattan,East Village,Entire home/apt,175,2,0,1,157
34478598,"30 mins to Times Square!! 15 mins LGA, 25mins JFK!",260209224,Lotay,Queens,Flushing,Entire home/apt,110,3,0,3,153
34479640,Sunny Greenwich Village Studio with Piano,89309763,Rebecca,Manhattan,Greenwich Village,Entire home/apt,175,20,0,1,79
34481124,Charming Cobble Hill Brownstone Apartment,144522384,Amanda,Brooklyn,Carroll Gardens,Entire home/apt,250,2,0,1,0
34483343,Steps to Central Park,260425153,Park Lane,Manhattan,Midtown,Private room,100,1,0,14,365
34483424,Are You Ready for Central Park State of Mind?,260425153,Park Lane,Manhattan,Midtown,Private room,400,1,0,14,245
34483426,Are You Ready for Central Park State of Mind?,260425153,Park Lane,Manhattan,Midtown,Private room,475,1,0,14,343
34483427,Mesmerizing Central Park View Awaits You!,260425153,Park Lane,Manhattan,Midtown,Private room,475,1,0,14,361
34483430,Stunning View of Central Park,260425153,Park Lane,Manhattan,Midtown,Private room,425,1,0,14,351
34483433,Staycation Next to Central Park,260425153,Park Lane,Manhattan,Midtown,Private room,450,1,0,14,350
34483434,Luxuriate in Captivating Beauty of Central Park,260425153,Park Lane,Manhattan,Midtown,Private room,500,1,0,14,362
34483439,Are You Ready for Central Park State of Mind?,260425153,Park Lane,Manhattan,Midtown,Private room,450,1,0,14,355
34483440,Fall in Love with Central Park Again and Again,260425153,Park Lane,Manhattan,Midtown,Private room,450,1,0,14,336
34485281,"Corner Studio w abundance of natural light, SoHo",260861596,The James New York - SoHo,Manhattan,SoHo,Private room,100,1,0,7,276
